subset_name,fold,set_role,row_id,curve_id,source_file,temperature_C
primary_mma_flow_conversion,1,train,row_00019,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00020,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00021,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00022,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00023,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00024,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00025,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00026,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00027,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00028,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00029,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00030,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00031,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00032,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00033,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00034,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00035,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00036,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00037,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00038,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00039,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00040,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00041,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00042,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00043,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00044,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00045,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00046,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00047,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00048,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00049,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00050,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00051,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00052,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00053,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00054,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00055,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00056,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00057,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00058,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00059,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00060,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00061,MMA_fig1a__T60,Data_extracted_MMA_STY/MMA_fig1a.xlsx,60.0
primary_mma_flow_conversion,1,train,row_00062,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00063,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00064,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00065,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00066,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00067,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00068,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00069,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00070,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00071,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00072,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00073,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00074,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00075,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00076,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00077,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00078,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00079,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00080,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00081,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00082,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00083,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00084,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00085,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00086,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00087,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00088,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00089,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00090,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00091,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00092,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00093,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00094,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00095,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00096,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00097,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00098,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00099,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00100,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00101,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00102,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00103,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00104,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00105,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00106,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00107,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00108,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00109,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00110,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00111,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00112,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00113,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00114,MMA_fig1a__T70,Data_extracted_MMA_STY/MMA_fig1a.xlsx,70.0
primary_mma_flow_conversion,1,train,row_00186,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00187,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00188,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00189,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00190,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00191,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00192,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00193,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00194,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00195,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00196,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00197,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00198,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00199,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00200,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00201,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00202,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00203,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00204,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00205,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00206,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00207,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00208,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00209,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00210,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00211,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00212,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00213,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00214,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00215,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00216,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00217,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00218,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00219,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00220,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00221,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00222,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00223,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00224,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00225,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00226,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00227,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00228,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00229,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00230,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00231,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00232,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00233,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00234,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00235,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00236,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00237,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00238,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00239,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00240,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00241,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00242,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00243,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00244,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00245,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,train,row_00246,MMA_fig1a__T90,Data_extracted_MMA_STY/MMA_fig1a.xlsx,90.0
primary_mma_flow_conversion,1,test,row_00115,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00116,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00117,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00118,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00119,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00120,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00121,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00122,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00123,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00124,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00125,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00126,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00127,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00128,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00129,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00130,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00131,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00132,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00133,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00134,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00135,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00136,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00137,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00138,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00139,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00140,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00141,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00142,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00143,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00144,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00145,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00146,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00147,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00148,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00149,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
primary_mma_flow_conversion,1,test,row_00150,MMA_fig1a__T80,Data_extracted_MMA_STY/MMA_fig1a.xlsx,80.0
